Instance, Total Weighted Tardiness
random01;10011
random02;5883
random03;7006
random04;8801
random05;14208
random06;32048
random07;15165
random08;40514
random09;30890
random10;27954
random11;32738
random12;39565
random13;27030
random14;51444
random15;60494
